Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Division
05/08/17,Bradford,Blackpool,2,1,H,1718,E2
05/08/17,Bury,Walsall,1,0,H,1718,E2
05/08/17,Charlton,Bristol Rvs,1,0,H,1718,E2
05/08/17,Doncaster,Gillingham,0,0,D,1718,E2
05/08/17,Fleetwood Town,Rotherham,2,0,H,1718,E2
05/08/17,Milton Keynes Dons,Wigan,0,1,A,1718,E2
05/08/17,Oldham,Oxford,0,2,A,1718,E2
05/08/17,Peterboro,Plymouth,2,1,H,1718,E2
05/08/17,Portsmouth,Rochdale,2,0,H,1718,E2
05/08/17,Scunthorpe,AFC Wimbledon,1,1,D,1718,E2
05/08/17,Shrewsbury,Northampton,1,0,H,1718,E2
05/08/17,Southend,Blackburn,2,1,H,1718,E2
12/08/17,AFC Wimbledon,Shrewsbury,0,1,A,1718,E2
12/08/17,Blackburn,Doncaster,1,3,A,1718,E2
12/08/17,Blackpool,Milton Keynes Dons,1,0,H,1718,E2
12/08/17,Bristol Rvs,Peterboro,1,4,A,1718,E2
12/08/17,Gillingham,Bradford,0,1,A,1718,E2
12/08/17,Northampton,Fleetwood Town,0,1,A,1718,E2
12/08/17,Oxford,Portsmouth,3,0,H,1718,E2
12/08/17,Plymouth,Charlton,2,0,H,1718,E2
12/08/17,Rochdale,Scunthorpe,1,1,D,1718,E2
12/08/17,Rotherham,Southend,5,0,H,1718,E2
12/08/17,Walsall,Oldham,2,1,H,1718,E2
13/08/17,Wigan,Bury,4,1,H,1718,E2
19/08/17,Bradford,Blackburn,0,1,A,1718,E2
19/08/17,Bury,Bristol Rvs,2,3,A,1718,E2
19/08/17,Charlton,Northampton,4,1,H,1718,E2
19/08/17,Doncaster,Blackpool,3,3,D,1718,E2
19/08/17,Fleetwood Town,AFC Wimbledon,2,0,H,1718,E2
19/08/17,Milton Keynes Dons,Gillingham,1,0,H,1718,E2
19/08/17,Oldham,Wigan,0,2,A,1718,E2
19/08/17,Peterboro,Rotherham,2,1,H,1718,E2
19/08/17,Portsmouth,Walsall,1,1,D,1718,E2
19/08/17,Scunthorpe,Oxford,1,0,H,1718,E2
19/08/17,Shrewsbury,Rochdale,3,2,H,1718,E2
19/08/17,Southend,Plymouth,1,1,D,1718,E2
26/08/17,AFC Wimbledon,Doncaster,2,0,H,1718,E2
26/08/17,Blackburn,Milton Keynes Dons,4,1,H,1718,E2
26/08/17,Blackpool,Oldham,2,1,H,1718,E2
26/08/17,Bristol Rvs,Fleetwood Town,3,1,H,1718,E2
26/08/17,Gillingham,Southend,3,3,D,1718,E2
26/08/17,Northampton,Peterboro,1,4,A,1718,E2
26/08/17,Oxford,Shrewsbury,1,1,D,1718,E2
