Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Division
09/08/14,Barnsley,Crawley Town,0,1,A,1415,E2
09/08/14,Bradford,Coventry,3,2,H,1415,E2
09/08/14,Colchester,Oldham,2,2,D,1415,E2
09/08/14,Fleetwood Town,Crewe,2,1,H,1415,E2
09/08/14,Leyton Orient,Chesterfield,1,2,A,1415,E2
09/08/14,Milton Keynes Dons,Gillingham,4,2,H,1415,E2
09/08/14,Port Vale,Walsall,1,1,D,1415,E2
09/08/14,Preston,Notts County,1,1,D,1415,E2
09/08/14,Rochdale,Peterboro,0,1,A,1415,E2
09/08/14,Sheffield United,Bristol City,1,2,A,1415,E2
09/08/14,Swindon,Scunthorpe,3,1,H,1415,E2
09/08/14,Yeovil,Doncaster,0,3,A,1415,E2
16/08/14,Bristol City,Colchester,2,1,H,1415,E2
16/08/14,Chesterfield,Rochdale,2,1,H,1415,E2
16/08/14,Coventry,Sheffield United,1,0,H,1415,E2
16/08/14,Crawley Town,Swindon,1,0,H,1415,E2
16/08/14,Crewe,Barnsley,1,2,A,1415,E2
16/08/14,Doncaster,Port Vale,1,3,A,1415,E2
16/08/14,Gillingham,Yeovil,2,0,H,1415,E2
16/08/14,Notts County,Fleetwood Town,0,1,A,1415,E2
16/08/14,Oldham,Leyton Orient,1,3,A,1415,E2
16/08/14,Peterboro,Milton Keynes Dons,3,2,H,1415,E2
16/08/14,Scunthorpe,Preston,0,4,A,1415,E2
16/08/14,Walsall,Bradford,0,0,D,1415,E2
19/08/14,Bristol City,Leyton Orient,0,0,D,1415,E2
19/08/14,Chesterfield,Milton Keynes Dons,0,1,A,1415,E2
19/08/14,Coventry,Barnsley,2,2,D,1415,E2
19/08/14,Crawley Town,Bradford,1,3,A,1415,E2
19/08/14,Crewe,Rochdale,2,5,A,1415,E2
19/08/14,Doncaster,Preston,1,1,D,1415,E2
19/08/14,Gillingham,Swindon,2,2,D,1415,E2
19/08/14,Notts County,Colchester,2,1,H,1415,E2
19/08/14,Oldham,Port Vale,1,1,D,1415,E2
19/08/14,Peterboro,Sheffield United,1,2,A,1415,E2
19/08/14,Scunthorpe,Fleetwood Town,0,2,A,1415,E2
19/08/14,Walsall,Yeovil,1,2,A,1415,E2
23/08/14,Barnsley,Gillingham,4,1,H,1415,E2
23/08/14,Bradford,Peterboro,0,1,A,1415,E2
23/08/14,Colchester,Doncaster,0,1,A,1415,E2
23/08/14,Fleetwood Town,Chesterfield,0,0,D,1415,E2
23/08/14,Leyton Orient,Walsall,0,0,D,1415,E2
23/08/14,Milton Keynes Dons,Coventry,0,0,D,1415,E2
23/08/14,Port Vale,Notts County,0,2,A,1415,E2
23/08/14,Preston,Oldham,1,0,H,1415,E2
23/08/14,Rochdale,Bristol City,1,1,D,1415,E2
23/08/14,Sheffield United,Crawley Town,1,0,H,1415,E2
23/08/14,Swindon,Crewe,2,0,H,1415,E2
23/08/14,Yeovil,Scunthorpe,1,1,D,1415,E2
30/08/14,Colchester,Peterboro,1,3,A,1415,E2
30/08/14,Doncaster,Oldham,0,2,A,1415,E2
30/08/14,Fleetwood Town,Leyton Orient,1,1,D,1415,E2
30/08/14,Gillingham,Crewe,2,0,H,1415,E2
30/08/14,Milton Keynes Dons,Crawley Town,2,0,H,1415,E2
30/08/14,Port Vale,Chesterfield,1,2,A,1415,E2
30/08/14,Preston,Sheffield United,1,1,D,1415,E2
30/08/14,Rochdale,Bradford,0,2,A,1415,E2
30/08/14,Scunthorpe,Walsall,2,1,H,1415,E2
30/08/14,Swindon,Coventry,1,1,D,1415,E2
30/08/14,Yeovil,Barnsley,1,1,D,1415,E2
31/08/14,Notts County,Bristol City,1,2,A,1415,E2
05/09/14,Coventry,Gillingham,1,0,H,1415,E2
06/09/14,Bradford,Yeovil,1,3,A,1415,E2
06/09/14,Bristol City,Scunthorpe,2,0,H,1415,E2
06/09/14,Crawley Town,Rochdale,0,4,A,1415,E2
06/09/14,Oldham,Fleetwood Town,1,0,H,1415,E2
06/09/14,Peterboro,Port Vale,3,1,H,1415,E2
06/09/14,Walsall,Colchester,0,0,D,1415,E2
13/09/14,Barnsley,Milton Keynes Dons,3,5,A,1415,E2
13/09/14,Bradford,Swindon,1,2,A,1415,E2
13/09/14,Bristol City,Doncaster,3,0,H,1415,E2
13/09/14,Chesterfield,Scunthorpe,4,1,H,1415,E2
13/09/14,Coventry,Yeovil,2,1,H,1415,E2
13/09/14,Crawley Town,Fleetwood Town,1,0,H,1415,E2
13/09/14,Crewe,Port Vale,2,1,H,1415,E2
13/09/14,Leyton Orient,Colchester,0,2,A,1415,E2
13/09/14,Oldham,Gillingham,0,0,D,1415,E2
13/09/14,Peterboro,Notts County,0,0,D,1415,E2
13/09/14,Sheffield United,Rochdale,1,0,H,1415,E2
