Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Division
07/08/2021,Bolton,Milton Keynes Dons,3,3,D,2122,E2
07/08/2021,Cambridge,Oxford,1,1,D,2122,E2
07/08/2021,Crewe,Cheltenham,1,1,D,2122,E2
07/08/2021,Doncaster,AFC Wimbledon,1,2,A,2122,E2
07/08/2021,Fleetwood Town,Portsmouth,0,1,A,2122,E2
07/08/2021,Gillingham,Lincoln,1,1,D,2122,E2
07/08/2021,Ipswich,Morecambe,2,2,D,2122,E2
07/08/2021,Rotherham,Plymouth,2,0,H,2122,E2
07/08/2021,Shrewsbury,Burton,0,1,A,2122,E2
07/08/2021,Sunderland,Wigan,2,1,H,2122,E2
07/08/2021,Wycombe,Accrington,2,1,H,2122,E2
07/08/2021,Charlton,Sheffield Weds,0,0,D,2122,E2
14/08/2021,Accrington,Cambridge,2,1,H,2122,E2
14/08/2021,AFC Wimbledon,Bolton,3,3,D,2122,E2
14/08/2021,Burton,Ipswich,2,1,H,2122,E2
14/08/2021,Cheltenham,Wycombe,1,3,A,2122,E2
14/08/2021,Lincoln,Fleetwood Town,2,1,H,2122,E2
14/08/2021,Milton Keynes Dons,Sunderland,1,2,A,2122,E2
14/08/2021,Morecambe,Shrewsbury,2,0,H,2122,E2
14/08/2021,Oxford,Charlton,2,1,H,2122,E2
14/08/2021,Plymouth,Gillingham,1,0,H,2122,E2
14/08/2021,Portsmouth,Crewe,2,0,H,2122,E2
14/08/2021,Sheffield Weds,Doncaster,2,0,H,2122,E2
14/08/2021,Wigan,Rotherham,1,0,H,2122,E2
17/08/2021,Accrington,Doncaster,1,0,H,2122,E2
17/08/2021,AFC Wimbledon,Gillingham,1,1,D,2122,E2
17/08/2021,Burton,Sunderland,1,0,H,2122,E2
17/08/2021,Cheltenham,Ipswich,2,1,H,2122,E2
17/08/2021,Lincoln,Bolton,0,1,A,2122,E2
17/08/2021,Milton Keynes Dons,Charlton,2,1,H,2122,E2
17/08/2021,Morecambe,Rotherham,0,1,A,2122,E2
17/08/2021,Oxford,Crewe,1,0,H,2122,E2
17/08/2021,Plymouth,Cambridge,1,1,D,2122,E2
17/08/2021,Portsmouth,Shrewsbury,1,0,H,2122,E2
17/08/2021,Sheffield Weds,Fleetwood Town,1,0,H,2122,E2
17/08/2021,Wigan,Wycombe,1,1,D,2122,E2
21/08/2021,Rotherham,Sheffield Weds,0,2,A,2122,E2
21/08/2021,Bolton,Oxford,2,1,H,2122,E2
21/08/2021,Cambridge,Burton,3,0,H,2122,E2
21/08/2021,Charlton,Wigan,0,2,A,2122,E2
21/08/2021,Crewe,Accrington,0,1,A,2122,E2
21/08/2021,Doncaster,Portsmouth,0,0,D,2122,E2
21/08/2021,Fleetwood Town,Cheltenham,3,2,H,2122,E2
21/08/2021,Gillingham,Morecambe,2,1,H,2122,E2
21/08/2021,Ipswich,Milton Keynes Dons,2,2,D,2122,E2
21/08/2021,Shrewsbury,Plymouth,0,3,A,2122,E2
21/08/2021,Sunderland,AFC Wimbledon,1,0,H,2122,E2
21/08/2021,Wycombe,Lincoln,1,0,H,2122,E2
27/08/2021,Burton,Cheltenham,1,1,D,2122,E2
28/08/2021,Rotherham,Doncaster,2,0,H,2122,E2
28/08/2021,Cambridge,Bolton,1,0,H,2122,E2
28/08/2021,Charlton,Crewe,2,0,H,2122,E2
28/08/2021,Ipswich,AFC Wimbledon,2,2,D,2122,E2
28/08/2021,Milton Keynes Dons,Accrington,2,0,H,2122,E2
28/08/2021,Morecambe,Sheffield Weds,1,0,H,2122,E2
28/08/2021,Oxford,Lincoln,3,1,H,2122,E2
28/08/2021,Plymouth,Fleetwood Town,1,1,D,2122,E2
28/08/2021,Shrewsbury,Gillingham,2,1,H,2122,E2
28/08/2021,Sunderland,Wycombe,3,1,H,2122,E2
28/08/2021,Wigan,Portsmouth,1,0,H,2122,E2
04/09/2021,Accrington,Shrewsbury,1,0,H,2122,E2
04/09/2021,AFC Wimbledon,Oxford,3,1,H,2122,E2
04/09/2021,Cheltenham,Milton Keynes Dons,1,1,D,2122,E2
06/09/2021,Bolton,Burton,0,0,D,2122,E2
11/09/2021,Burton,Gillingham,1,1,D,2122,E2
11/09/2021,Cambridge,Lincoln,1,5,A,2122,E2
11/09/2021,Charlton,Cheltenham,1,2,A,2122,E2
11/09/2021,Ipswich,Bolton,2,5,A,2122,E2
11/09/2021,Milton Keynes Dons,Portsmouth,1,0,H,2122,E2
11/09/2021,Morecambe,AFC Wimbledon,3,4,A,2122,E2
11/09/2021,Oxford,Wycombe,0,0,D,2122,E2
11/09/2021,Plymouth,Sheffield Weds,3,0,H,2122,E2
11/09/2021,Rotherham,Fleetwood Town,2,4,A,2122,E2
11/09/2021,Shrewsbury,Crewe,1,1,D,2122,E2
