Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Division
04/08/2018,Bury,Yeovil,1,0,H,1819,E3
04/08/2018,Cheltenham,Crawley Town,0,1,A,1819,E3
04/08/2018,Crewe,Morecambe,6,0,H,1819,E3
04/08/2018,Exeter,Carlisle,3,1,H,1819,E3
04/08/2018,Grimsby,Forest Green,1,4,A,1819,E3
04/08/2018,Mansfield,Newport County,3,0,H,1819,E3
04/08/2018,Northampton,Lincoln,0,1,A,1819,E3
04/08/2018,Notts County,Colchester,0,0,D,1819,E3
04/08/2018,Oldham,Milton Keynes Dons,1,2,A,1819,E3
04/08/2018,Port Vale,Cambridge,3,0,H,1819,E3
04/08/2018,Stevenage,Tranmere,2,2,D,1819,E3
04/08/2018,Swindon,Macclesfield,3,2,H,1819,E3
11/08/2018,Cambridge,Notts County,3,2,H,1819,E3
11/08/2018,Carlisle,Northampton,2,2,D,1819,E3
11/08/2018,Colchester,Port Vale,2,0,H,1819,E3
11/08/2018,Crawley Town,Stevenage,1,3,A,1819,E3
11/08/2018,Forest Green,Oldham,1,1,D,1819,E3
11/08/2018,Lincoln,Swindon,4,1,H,1819,E3
11/08/2018,Macclesfield,Grimsby,0,2,A,1819,E3
11/08/2018,Milton Keynes Dons,Bury,1,0,H,1819,E3
11/08/2018,Morecambe,Exeter,0,2,A,1819,E3
11/08/2018,Newport County,Crewe,1,0,H,1819,E3
11/08/2018,Tranmere,Cheltenham,1,0,H,1819,E3
11/08/2018,Yeovil,Mansfield,2,2,D,1819,E3
17/08/2018,Notts County,Yeovil,0,4,A,1819,E3
18/08/2018,Bury,Forest Green,1,1,D,1819,E3
18/08/2018,Cheltenham,Carlisle,0,1,A,1819,E3
18/08/2018,Crewe,Milton Keynes Dons,0,0,D,1819,E3
18/08/2018,Exeter,Newport County,1,1,D,1819,E3
18/08/2018,Grimsby,Lincoln,1,1,D,1819,E3
18/08/2018,Mansfield,Colchester,1,1,D,1819,E3
18/08/2018,Northampton,Cambridge,2,2,D,1819,E3
18/08/2018,Oldham,Macclesfield,3,1,H,1819,E3
18/08/2018,Port Vale,Crawley Town,1,0,H,1819,E3
18/08/2018,Stevenage,Morecambe,1,0,H,1819,E3
18/08/2018,Swindon,Tranmere,3,2,H,1819,E3
21/08/2018,Cambridge,Exeter,0,2,A,1819,E3
21/08/2018,Carlisle,Port Vale,2,1,H,1819,E3
21/08/2018,Colchester,Crewe,6,0,H,1819,E3
21/08/2018,Crawley Town,Swindon,2,2,D,1819,E3
21/08/2018,Forest Green,Stevenage,0,0,D,1819,E3
21/08/2018,Lincoln,Bury,2,1,H,1819,E3
21/08/2018,Macclesfield,Cheltenham,1,1,D,1819,E3
21/08/2018,Milton Keynes Dons,Grimsby,1,1,D,1819,E3
21/08/2018,Morecambe,Northampton,1,0,H,1819,E3
21/08/2018,Newport County,Notts County,3,2,H,1819,E3
21/08/2018,Tranmere,Mansfield,0,0,D,1819,E3
21/08/2018,Yeovil,Oldham,0,0,D,1819,E3
25/08/2018,Cambridge,Cheltenham,0,1,A,1819,E3
25/08/2018,Carlisle,Crewe,1,0,H,1819,E3
25/08/2018,Colchester,Northampton,1,2,A,1819,E3
25/08/2018,Crawley Town,Bury,3,2,H,1819,E3
25/08/2018,Forest Green,Swindon,1,1,D,1819,E3
25/08/2018,Lincoln,Notts County,3,1,H,1819,E3
25/08/2018,Macclesfield,Mansfield,1,1,D,1819,E3
25/08/2018,Milton Keynes Dons,Exeter,1,0,H,1819,E3
25/08/2018,Morecambe,Oldham,0,2,A,1819,E3
25/08/2018,Newport County,Grimsby,1,0,H,1819,E3
25/08/2018,Tranmere,Port Vale,1,0,H,1819,E3
25/08/2018,Yeovil,Stevenage,2,0,H,1819,E3
01/09/2018,Bury,Morecambe,3,2,H,1819,E3
01/09/2018,Cheltenham,Colchester,1,3,A,1819,E3
01/09/2018,Crewe,Macclesfield,3,0,H,1819,E3
01/09/2018,Exeter,Lincoln,0,3,A,1819,E3
01/09/2018,Grimsby,Yeovil,0,1,A,1819,E3
01/09/2018,Mansfield,Carlisle,1,0,H,1819,E3
01/09/2018,Northampton,Tranmere,1,1,D,1819,E3
01/09/2018,Notts County,Forest Green,1,3,A,1819,E3
01/09/2018,Oldham,Crawley Town,2,1,H,1819,E3
01/09/2018,Port Vale,Newport County,1,2,A,1819,E3
01/09/2018,Stevenage,Cambridge,0,1,A,1819,E3
01/09/2018,Swindon,Milton Keynes Dons,1,1,D,1819,E3
08/09/2018,Bury,Grimsby,4,0,H,1819,E3
08/09/2018,Cambridge,Carlisle,1,2,A,1819,E3
08/09/2018,Exeter,Notts County,5,1,H,1819,E3
08/09/2018,Forest Green,Port Vale,1,1,D,1819,E3
08/09/2018,Lincoln,Crawley Town,0,1,A,1819,E3
08/09/2018,Morecambe,Swindon,0,1,A,1819,E3
08/09/2018,Northampton,Cheltenham,1,3,A,1819,E3
