Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Division
08/08/15,Accrington,Luton,1.0,1.0,D,1516,E3
08/08/15,AFC Wimbledon,Plymouth,0.0,2.0,A,1516,E3
08/08/15,Bristol Rvs,Northampton,0.0,1.0,A,1516,E3
08/08/15,Cambridge,Newport County,3.0,0.0,H,1516,E3
08/08/15,Exeter,Yeovil,3.0,2.0,H,1516,E3
08/08/15,Hartlepool,Morecambe,2.0,0.0,H,1516,E3
08/08/15,Leyton Orient,Barnet,2.0,0.0,H,1516,E3
08/08/15,Mansfield,Carlisle,1.0,1.0,D,1516,E3
08/08/15,Oxford,Crawley Town,1.0,1.0,D,1516,E3
08/08/15,Portsmouth,Dag and Red,3.0,0.0,H,1516,E3
08/08/15,Stevenage,Notts County,0.0,2.0,A,1516,E3
08/08/15,Wycombe,York,3.0,0.0,H,1516,E3
14/08/15,Notts County,Mansfield,0.0,2.0,A,1516,E3
15/08/15,Barnet,Wycombe,0.0,2.0,A,1516,E3
15/08/15,Carlisle,Cambridge,4.0,4.0,D,1516,E3
15/08/15,Crawley Town,AFC Wimbledon,1.0,2.0,A,1516,E3
15/08/15,Dag and Red,Leyton Orient,1.0,3.0,A,1516,E3
15/08/15,Luton,Oxford,2.0,2.0,D,1516,E3
15/08/15,Morecambe,Accrington,1.0,0.0,H,1516,E3
15/08/15,Newport County,Stevenage,2.0,2.0,D,1516,E3
15/08/15,Northampton,Exeter,3.0,0.0,H,1516,E3
15/08/15,Plymouth,Portsmouth,1.0,2.0,A,1516,E3
15/08/15,Yeovil,Bristol Rvs,0.0,1.0,A,1516,E3
15/08/15,York,Hartlepool,1.0,2.0,A,1516,E3
18/08/15,Accrington,Mansfield,1.0,0.0,H,1516,E3
18/08/15,AFC Wimbledon,Cambridge,1.0,2.0,A,1516,E3
18/08/15,Barnet,Northampton,2.0,0.0,H,1516,E3
18/08/15,Crawley Town,Portsmouth,0.0,0.0,D,1516,E3
18/08/15,Dag and Red,Exeter,1.0,2.0,A,1516,E3
18/08/15,Hartlepool,Newport County,1.0,0.0,H,1516,E3
18/08/15,Leyton Orient,Stevenage,3.0,0.0,H,1516,E3
18/08/15,Luton,Bristol Rvs,0.0,1.0,A,1516,E3
18/08/15,Morecambe,Wycombe,0.0,1.0,A,1516,E3
18/08/15,Oxford,Notts County,3.0,1.0,H,1516,E3
18/08/15,Plymouth,Carlisle,4.0,1.0,H,1516,E3
18/08/15,York,Yeovil,1.0,0.0,H,1516,E3
22/08/15,Bristol Rvs,Barnet,3.0,1.0,H,1516,E3
22/08/15,Cambridge,Crawley Town,0.0,3.0,A,1516,E3
22/08/15,Carlisle,AFC Wimbledon,1.0,1.0,D,1516,E3
22/08/15,Exeter,York,0.0,0.0,D,1516,E3
22/08/15,Mansfield,Oxford,1.0,1.0,D,1516,E3
22/08/15,Newport County,Leyton Orient,2.0,3.0,A,1516,E3
