Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Division
04/08/2023,Sheffield Weds,Southampton,1,2,A,2324,E1
05/08/2023,Blackburn,West Brom,2,1,H,2324,E1
05/08/2023,Bristol City,Preston,1,1,D,2324,E1
05/08/2023,Middlesbrough,Millwall,0,1,A,2324,E1
05/08/2023,Norwich,Hull,2,1,H,2324,E1
05/08/2023,Plymouth,Huddersfield,3,1,H,2324,E1
05/08/2023,Stoke,Rotherham,4,1,H,2324,E1
05/08/2023,Swansea,Birmingham,1,1,D,2324,E1
05/08/2023,Watford,QPR,4,0,H,2324,E1
06/08/2023,Leicester,Coventry,2,1,H,2324,E1
06/08/2023,Leeds,Cardiff,2,2,D,2324,E1
06/08/2023,Sunderland,Ipswich,1,2,A,2324,E1
12/08/2023,Coventry,Middlesbrough,3,0,H,2324,E1
12/08/2023,Birmingham,Leeds,1,0,H,2324,E1
12/08/2023,Cardiff,QPR,1,2,A,2324,E1
12/08/2023,Huddersfield,Leicester,0,1,A,2324,E1
12/08/2023,Hull,Sheffield Weds,4,2,H,2324,E1
12/08/2023,Ipswich,Stoke,2,0,H,2324,E1
12/08/2023,Millwall,Bristol City,0,1,A,2324,E1
12/08/2023,Preston,Sunderland,2,1,H,2324,E1
12/08/2023,Rotherham,Blackburn,2,2,D,2324,E1
12/08/2023,Southampton,Norwich,4,4,D,2324,E1
12/08/2023,Watford,Plymouth,0,0,D,2324,E1
12/08/2023,West Brom,Swansea,3,2,H,2324,E1
18/08/2023,Leeds,West Brom,1,1,D,2324,E1
19/08/2023,Plymouth,Southampton,1,2,A,2324,E1
19/08/2023,Blackburn,Hull,1,2,A,2324,E1
19/08/2023,Bristol City,Birmingham,0,2,A,2324,E1
19/08/2023,Leicester,Cardiff,2,1,H,2324,E1
19/08/2023,Middlesbrough,Huddersfield,1,1,D,2324,E1
19/08/2023,QPR,Ipswich,0,1,A,2324,E1
19/08/2023,Sheffield Weds,Preston,0,1,A,2324,E1
19/08/2023,Stoke,Watford,1,0,H,2324,E1
19/08/2023,Sunderland,Rotherham,2,1,H,2324,E1
19/08/2023,Swansea,Coventry,1,1,D,2324,E1
20/08/2023,Norwich,Millwall,3,1,H,2324,E1
