Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Division
11/09/2020,Watford,Middlesbrough,1,0,H,2021,E1
12/09/2020,Birmingham,Brentford,1,0,H,2021,E1
12/09/2020,Wycombe,Rotherham,0,1,A,2021,E1
12/09/2020,Barnsley,Luton,0,1,A,2021,E1
12/09/2020,Bournemouth,Blackburn,3,2,H,2021,E1
12/09/2020,Bristol City,Coventry,2,1,H,2021,E1
12/09/2020,Cardiff,Sheffield Weds,0,2,A,2021,E1
12/09/2020,Derby,Reading,0,2,A,2021,E1
12/09/2020,Huddersfield,Norwich,0,1,A,2021,E1
12/09/2020,Millwall,Stoke,0,0,D,2021,E1
12/09/2020,Preston,Swansea,0,1,A,2021,E1
12/09/2020,QPR,Nott'm Forest,2,0,H,2021,E1
18/09/2020,Coventry,QPR,3,2,H,2021,E1
19/09/2020,Nott'm Forest,Cardiff,0,2,A,2021,E1
19/09/2020,Blackburn,Wycombe,5,0,H,2021,E1
19/09/2020,Brentford,Huddersfield,3,0,H,2021,E1
19/09/2020,Luton,Derby,2,1,H,2021,E1
19/09/2020,Middlesbrough,Bournemouth,1,1,D,2021,E1
19/09/2020,Norwich,Preston,2,2,D,2021,E1
19/09/2020,Reading,Barnsley,2,0,H,2021,E1
19/09/2020,Rotherham,Millwall,0,1,A,2021,E1
19/09/2020,Sheffield Weds,Watford,0,0,D,2021,E1
19/09/2020,Swansea,Birmingham,0,0,D,2021,E1
20/09/2020,Stoke,Bristol City,0,2,A,2021,E1
25/09/2020,Huddersfield,Nott'm Forest,1,0,H,2021,E1
26/09/2020,Watford,Luton,1,0,H,2021,E1
26/09/2020,Wycombe,Swansea,0,2,A,2021,E1
26/09/2020,Barnsley,Coventry,0,0,D,2021,E1
26/09/2020,Birmingham,Rotherham,1,1,D,2021,E1
26/09/2020,Cardiff,Reading,1,2,A,2021,E1
26/09/2020,Derby,Blackburn,0,4,A,2021,E1
26/09/2020,Millwall,Brentford,1,1,D,2021,E1
26/09/2020,Preston,Stoke,0,1,A,2021,E1
26/09/2020,QPR,Middlesbrough,1,1,D,2021,E1
27/09/2020,Bristol City,Sheffield Weds,2,0,H,2021,E1
27/09/2020,Bournemouth,Norwich,1,0,H,2021,E1
02/10/2020,Coventry,Bournemouth,1,3,A,2021,E1
03/10/2020,Norwich,Derby,0,1,A,2021,E1
03/10/2020,Blackburn,Cardiff,0,0,D,2021,E1
03/10/2020,Luton,Wycombe,2,0,H,2021,E1
03/10/2020,Middlesbrough,Barnsley,2,1,H,2021,E1
03/10/2020,Nott'm Forest,Bristol City,1,2,A,2021,E1
03/10/2020,Reading,Watford,1,0,H,2021,E1
03/10/2020,Rotherham,Huddersfield,1,1,D,2021,E1
03/10/2020,Sheffield Weds,QPR,1,1,D,2021,E1
03/10/2020,Swansea,Millwall,2,1,H,2021,E1
04/10/2020,Brentford,Preston,2,4,A,2021,E1
04/10/2020,Stoke,Birmingham,1,1,D,2021,E1
16/10/2020,Derby,Watford,0,1,A,2021,E1
17/10/2020,Barnsley,Bristol City,2,2,D,2021,E1
17/10/2020,Birmingham,Sheffield Weds,0,1,A,2021,E1
17/10/2020,Blackburn,Nott'm Forest,0,1,A,2021,E1
17/10/2020,Bournemouth,QPR,0,0,D,2021,E1
17/10/2020,Brentford,Coventry,2,0,H,2021,E1
17/10/2020,Luton,Stoke,0,2,A,2021,E1
17/10/2020,Middlesbrough,Reading,0,0,D,2021,E1
17/10/2020,Rotherham,Norwich,1,2,A,2021,E1
17/10/2020,Swansea,Huddersfield,1,2,A,2021,E1
17/10/2020,Wycombe,Millwall,1,2,A,2021,E1
18/10/2020,Preston,Cardiff,0,1,A,2021,E1
20/10/2020,Bristol City,Middlesbrough,0,1,A,2021,E1
20/10/2020,Coventry,Swansea,1,1,D,2021,E1
20/10/2020,Huddersfield,Derby,1,0,H,2021,E1
20/10/2020,Millwall,Luton,2,0,H,2021,E1
20/10/2020,Norwich,Birmingham,1,0,H,2021,E1
20/10/2020,Nott'm Forest,Rotherham,1,1,D,2021,E1
20/10/2020,Reading,Wycombe,1,0,H,2021,E1
21/10/2020,Cardiff,Bournemouth,1,1,D,2021,E1
21/10/2020,QPR,Preston,0,2,A,2021,E1
21/10/2020,Sheffield Weds,Brentford,1,2,A,2021,E1
21/10/2020,Stoke,Barnsley,2,2,D,2021,E1
21/10/2020,Watford,Blackburn,3,1,H,2021,E1
23/10/2020,Nott'm Forest,Derby,1,1,D,2021,E1
24/10/2020,Watford,Bournemouth,1,1,D,2021,E1
24/10/2020,Bristol City,Swansea,1,1,D,2021,E1
24/10/2020,Cardiff,Middlesbrough,1,1,D,2021,E1
24/10/2020,Coventry,Blackburn,0,4,A,2021,E1
24/10/2020,Huddersfield,Preston,1,2,A,2021,E1
24/10/2020,Millwall,Barnsley,1,1,D,2021,E1
24/10/2020,Norwich,Wycombe,2,1,H,2021,E1
24/10/2020,QPR,Birmingham,0,0,D,2021,E1
24/10/2020,Reading,Rotherham,3,0,H,2021,E1
24/10/2020,Sheffield Weds,Luton,0,1,A,2021,E1
24/10/2020,Stoke,Brentford,3,2,H,2021,E1
27/10/2020,Barnsley,QPR,3,0,H,2021,E1
27/10/2020,Blackburn,Reading,2,4,A,2021,E1
27/10/2020,Brentford,Norwich,1,1,D,2021,E1
27/10/2020,Middlesbrough,Coventry,2,0,H,2021,E1
27/10/2020,Swansea,Stoke,2,0,H,2021,E1
27/10/2020,Wycombe,Watford,1,1,D,2021,E1
28/10/2020,Preston,Millwall,0,2,A,2021,E1
28/10/2020,Birmingham,Huddersfield,2,1,H,2021,E1
28/10/2020,Bournemouth,Bristol City,1,0,H,2021,E1
28/10/2020,Derby,Cardiff,1,1,D,2021,E1
28/10/2020,Luton,Nott'm Forest,1,1,D,2021,E1
28/10/2020,Rotherham,Sheffield Weds,3,0,H,2021,E1
30/10/2020,Coventry,Reading,3,2,H,2021,E1
31/10/2020,Bristol City,Norwich,1,3,A,2021,E1
31/10/2020,Barnsley,Watford,1,0,H,2021,E1
31/10/2020,Bournemouth,Derby,1,1,D,2021,E1
31/10/2020,Luton,Brentford,0,3,A,2021,E1
31/10/2020,Middlesbrough,Nott'm Forest,1,0,H,2021,E1
31/10/2020,Millwall,Huddersfield,0,3,A,2021,E1
31/10/2020,Preston,Birmingham,1,2,A,2021,E1
31/10/2020,QPR,Cardiff,3,2,H,2021,E1
31/10/2020,Stoke,Rotherham,1,0,H,2021,E1
31/10/2020,Swansea,Blackburn,2,0,H,2021,E1
31/10/2020,Wycombe,Sheffield Weds,1,0,H,2021,E1
03/11/2020,Brentford,Swansea,1,1,D,2021,E1
03/11/2020,Huddersfield,Bristol City,1,2,A,2021,E1
03/11/2020,Norwich,Millwall,0,0,D,2021,E1
03/11/2020,Sheffield Weds,Bournemouth,1,0,H,2021,E1
03/11/2020,Blackburn,Middlesbrough,0,0,D,2021,E1
03/11/2020,Cardiff,Barnsley,3,0,H,2021,E1
04/11/2020,Reading,Preston,0,3,A,2021,E1
