Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Division
04/08/17,Nott'm Forest,Millwall,1,0,H,1718,E1
04/08/17,Sunderland,Derby,1,1,D,1718,E1
05/08/17,Aston Villa,Hull,1,1,D,1718,E1
05/08/17,Bristol City,Barnsley,3,1,H,1718,E1
05/08/17,Burton,Cardiff,0,1,A,1718,E1
05/08/17,Fulham,Norwich,1,1,D,1718,E1
05/08/17,Ipswich,Birmingham,1,0,H,1718,E1
05/08/17,Preston,Sheffield Weds,1,0,H,1718,E1
05/08/17,QPR,Reading,2,0,H,1718,E1
05/08/17,Sheffield United,Brentford,1,0,H,1718,E1
05/08/17,Wolves,Middlesbrough,1,0,H,1718,E1
06/08/17,Bolton,Leeds,2,3,A,1718,E1
12/08/17,Barnsley,Ipswich,1,2,A,1718,E1
12/08/17,Birmingham,Bristol City,2,1,H,1718,E1
12/08/17,Brentford,Nott'm Forest,3,4,A,1718,E1
12/08/17,Cardiff,Aston Villa,3,0,H,1718,E1
12/08/17,Derby,Wolves,0,2,A,1718,E1
12/08/17,Hull,Burton,4,1,H,1718,E1
12/08/17,Leeds,Preston,0,0,D,1718,E1
12/08/17,Middlesbrough,Sheffield United,1,0,H,1718,E1
12/08/17,Millwall,Bolton,1,1,D,1718,E1
12/08/17,Reading,Fulham,1,1,D,1718,E1
12/08/17,Sheffield Weds,QPR,1,1,D,1718,E1
13/08/17,Norwich,Sunderland,1,3,A,1718,E1
15/08/17,Barnsley,Nott'm Forest,2,1,H,1718,E1
15/08/17,Birmingham,Bolton,0,0,D,1718,E1
15/08/17,Brentford,Bristol City,2,2,D,1718,E1
15/08/17,Cardiff,Sheffield United,2,0,H,1718,E1
15/08/17,Derby,Preston,1,0,H,1718,E1
15/08/17,Hull,Wolves,2,3,A,1718,E1
15/08/17,Leeds,Fulham,0,0,D,1718,E1
15/08/17,Middlesbrough,Burton,2,0,H,1718,E1
15/08/17,Millwall,Ipswich,3,4,A,1718,E1
15/08/17,Reading,Aston Villa,2,1,H,1718,E1
16/08/17,Norwich,QPR,2,0,H,1718,E1
16/08/17,Sheffield Weds,Sunderland,1,1,D,1718,E1
18/08/17,Burton,Birmingham,2,1,H,1718,E1
19/08/17,Aston Villa,Norwich,4,2,H,1718,E1
19/08/17,Bolton,Derby,1,2,A,1718,E1
19/08/17,Bristol City,Millwall,0,0,D,1718,E1
19/08/17,Fulham,Sheffield Weds,0,1,A,1718,E1
19/08/17,Ipswich,Brentford,2,0,H,1718,E1
19/08/17,Nott'm Forest,Middlesbrough,2,1,H,1718,E1
19/08/17,Preston,Reading,1,0,H,1718,E1
19/08/17,QPR,Hull,2,1,H,1718,E1
19/08/17,Sheffield United,Barnsley,1,0,H,1718,E1
19/08/17,Sunderland,Leeds,0,2,A,1718,E1
19/08/17,Wolves,Cardiff,1,2,A,1718,E1
25/08/17,Bristol City,Aston Villa,1,1,D,1718,E1
25/08/17,Hull,Bolton,4,0,H,1718,E1
26/08/17,Barnsley,Sunderland,3,0,H,1718,E1
26/08/17,Birmingham,Reading,0,2,A,1718,E1
26/08/17,Brentford,Wolves,0,0,D,1718,E1
26/08/17,Burton,Sheffield Weds,1,1,D,1718,E1
26/08/17,Cardiff,QPR,2,1,H,1718,E1
26/08/17,Ipswich,Fulham,0,2,A,1718,E1
26/08/17,Middlesbrough,Preston,0,0,D,1718,E1
26/08/17,Millwall,Norwich,4,0,H,1718,E1
26/08/17,Nott'm Forest,Leeds,0,2,A,1718,E1
26/08/17,Sheffield United,Derby,3,1,H,1718,E1
08/09/17,Derby,Hull,5,0,H,1718,E1
09/09/17,Aston Villa,Brentford,0,0,D,1718,E1
09/09/17,Bolton,Middlesbrough,0,3,A,1718,E1
09/09/17,Fulham,Cardiff,1,1,D,1718,E1
09/09/17,Leeds,Burton,5,0,H,1718,E1
09/09/17,Norwich,Birmingham,1,0,H,1718,E1
09/09/17,Preston,Barnsley,1,1,D,1718,E1
09/09/17,QPR,Ipswich,2,1,H,1718,E1
09/09/17,Reading,Bristol City,0,1,A,1718,E1
09/09/17,Sheffield Weds,Nott'm Forest,3,1,H,1718,E1
09/09/17,Sunderland,Sheffield United,1,2,A,1718,E1
09/09/17,Wolves,Millwall,1,0,H,1718,E1
12/09/17,Aston Villa,Middlesbrough,0,0,D,1718,E1
12/09/17,Bolton,Sheffield United,0,1,A,1718,E1
12/09/17,Leeds,Birmingham,2,0,H,1718,E1
12/09/17,Norwich,Burton,0,0,D,1718,E1
12/09/17,Preston,Cardiff,3,0,H,1718,E1
12/09/17,QPR,Millwall,2,2,D,1718,E1
12/09/17,Sheffield Weds,Brentford,2,1,H,1718,E1
12/09/17,Sunderland,Nott'm Forest,0,1,A,1718,E1
12/09/17,Wolves,Bristol City,3,3,D,1718,E1
13/09/17,Fulham,Hull,2,1,H,1718,E1
16/09/17,Barnsley,Aston Villa,0,3,A,1718,E1
16/09/17,Birmingham,Preston,1,3,A,1718,E1
16/09/17,Brentford,Reading,1,1,D,1718,E1
16/09/17,Bristol City,Derby,4,1,H,1718,E1
16/09/17,Burton,Fulham,2,1,H,1718,E1
16/09/17,Cardiff,Sheffield Weds,1,1,D,1718,E1
16/09/17,Hull,Sunderland,1,1,D,1718,E1
16/09/17,Ipswich,Bolton,2,0,H,1718,E1
16/09/17,Middlesbrough,QPR,3,2,H,1718,E1
16/09/17,Millwall,Leeds,1,0,H,1718,E1
16/09/17,Nott'm Forest,Wolves,1,2,A,1718,E1
16/09/17,Sheffield United,Norwich,0,1,A,1718,E1
23/09/17,Aston Villa,Nott'm Forest,2,1,H,1718,E1
23/09/17,Bolton,Brentford,0,3,A,1718,E1
23/09/17,Derby,Birmingham,1,1,D,1718,E1
23/09/17,Fulham,Middlesbrough,1,1,D,1718,E1
23/09/17,Leeds,Ipswich,3,2,H,1718,E1
23/09/17,Norwich,Bristol City,0,0,D,1718,E1
23/09/17,Preston,Millwall,0,0,D,1718,E1
23/09/17,QPR,Burton,0,0,D,1718,E1
23/09/17,Reading,Hull,1,1,D,1718,E1
23/09/17,Sunderland,Cardiff,1,2,A,1718,E1
23/09/17,Wolves,Barnsley,2,1,H,1718,E1
24/09/17,Sheffield Weds,Sheffield United,2,4,A,1718,E1
26/09/17,Barnsley,QPR,1,1,D,1718,E1
26/09/17,Brentford,Derby,1,1,D,1718,E1
26/09/17,Bristol City,Bolton,2,0,H,1718,E1
26/09/17,Burton,Aston Villa,0,4,A,1718,E1
26/09/17,Cardiff,Leeds,3,1,H,1718,E1
26/09/17,Hull,Preston,1,2,A,1718,E1
26/09/17,Ipswich,Sunderland,5,2,H,1718,E1
26/09/17,Middlesbrough,Norwich,0,1,A,1718,E1
26/09/17,Millwall,Reading,2,1,H,1718,E1
26/09/17,Nott'm Forest,Fulham,1,3,A,1718,E1
27/09/17,Birmingham,Sheffield Weds,1,0,H,1718,E1
27/09/17,Sheffield United,Wolves,2,0,H,1718,E1
29/09/17,QPR,Fulham,1,2,A,1718,E1
30/09/17,Aston Villa,Bolton,1,0,H,1718,E1
30/09/17,Burton,Wolves,0,4,A,1718,E1
30/09/17,Cardiff,Derby,0,0,D,1718,E1
30/09/17,Hull,Birmingham,6,1,H,1718,E1
30/09/17,Ipswich,Bristol City,1,3,A,1718,E1
30/09/17,Middlesbrough,Brentford,2,2,D,1718,E1
30/09/17,Millwall,Barnsley,1,3,A,1718,E1
30/09/17,Nott'm Forest,Sheffield United,2,1,H,1718,E1
30/09/17,Preston,Sunderland,2,2,D,1718,E1
30/09/17,Reading,Norwich,1,2,A,1718,E1
01/10/17,Sheffield Weds,Leeds,3,0,H,1718,E1
